,Link,Code,For_rent_sale,Price,Area,Floor,Rooms,Dates
4383,https://akcern.am/en/property/3385,Code - 21831,For sale,"31,000 USD",'Total area 33 m 2','Floor ','Count of rooms 2',14.07.2020
4384,https://akcern.am/en/property/1433,Code - 40451,For sale,"95,000 USD",'Total area 128 m 2','Floor 3','Count of rooms 4',14.07.2020
4385,https://akcern.am/en/property/4429,Code - 31898,For sale,"115,000 USD",'Total area 90 m 2','Floor 6','Count of rooms 3',13.07.2020
4386,https://akcern.am/en/property/8725,Code - 22641,For sale,"53,000 USD",'Total area 63 m 2','Floor 2','Count of rooms 2',11.07.2020
4387,https://akcern.am/en/property/8706,Code - 22120,For sale,"69,000 USD",'Total area 70 m 2','Floor 4','Count of rooms 2',10.07.2020
4388,https://akcern.am/en/property/8704,Code - 22121,For sale,"87,000 USD",'Total area 64 m 2','Floor ','Count of rooms 2',10.07.2020
4389,https://akcern.am/en/property/3303,Code - 32779,For sale,"130,000 USD",'Total area 100 m 2','Floor 5','Count of rooms 3',10.07.2020
4390,https://akcern.am/en/property/8698,Code - 22640,For sale,"63,000 USD",'Total area 64 m 2','Floor 1','Count of rooms 2',10.07.2020
4391,https://akcern.am/en/property/8694,Code - 33131,For sale,"85,000 USD",'Total area 95 m 2','Floor 8','Count of rooms 3',09.07.2020
4392,https://akcern.am/en/property/6367,Code - 21484,For sale,"73,000 USD",'Total area 77 m 2','Floor ','Count of rooms 2',08.07.2020
4393,https://akcern.am/en/property/8440,Code - 21512,For sale,"98,000 USD",'Total area 73 m 2','Floor 10','Count of rooms 2',06.07.2020
4394,https://akcern.am/en/property/8453,Code - 32084,For sale,"155,000 USD",'Total area 86 m 2','Floor 4','Count of rooms 3',06.07.2020
4395,https://akcern.am/en/property/8653,Code - 21519,For sale,"80,000 USD",'Total area 70 m 2','Floor 2','Count of rooms 2',06.07.2020
4396,https://akcern.am/en/property/8651,Code - 22116,For sale,"127,500 USD",'Total area 60 m 2','Floor 5','Count of rooms 2',04.07.2020
4397,https://akcern.am/en/property/4887,Code - 80387,For sale,"125,000 USD",'Total area 190 m 2','Floor ','Count of rooms 4',04.07.2020
4398,https://akcern.am/en/property/8636,Code - 80442,For sale,"80,000 USD",'Total area 71 m 2','Floor 5','Count of rooms 3',04.07.2020
4399,https://akcern.am/en/property/8635,Code - 33130,For sale,"52,000 USD",'Total area 76 m 2','Floor 7','Count of rooms 3',04.07.2020
4400,https://akcern.am/en/property/8634,Code - 22639,For sale,"82,000 USD",'Total area 61 m 2','Floor 2','Count of rooms 2',04.07.2020
4401,https://akcern.am/en/property/2482,Code - 80397,For sale,"800,000 USD",'Total area 260 m 2','Floor 8','Count of rooms 5',03.07.2020
4402,https://akcern.am/en/property/8623,Code - 22636,For sale,"125,000 USD",'Total area 86 m 2','Floor 7','Count of rooms 2',02.07.2020
4403,https://akcern.am/en/property/8615,Code - 40681,For sale,"59,000 USD",'Total area 80 m 2','Floor 1','Count of rooms 4',02.07.2020
4404,https://akcern.am/en/property/8567,Code - 40680,For sale,"90,000 USD",'Total area 92 m 2','Floor 2','Count of rooms 4',02.07.2020
4405,https://akcern.am/en/property/613,Code - 20414,For rent,350 USD,'Total area 63 m 2','Floor 2','Count of rooms 2',02.07.2020
4406,https://akcern.am/en/property/4958,Code - 30528,For rent,520 USD,'Total area 75 m 2','Floor 3','Count of rooms 3',02.07.2020
4407,https://akcern.am/en/property/8423,Code - 33126,For sale,"68,000 USD",'Total area 83 m 2','Floor 2','Count of rooms 3',01.07.2020
4408,https://akcern.am/en/property/5169,Code - 40679,For sale,"73,000 USD",'Total area 117 m 2','Floor 12','Count of rooms 4',01.07.2020
4409,https://akcern.am/en/property/775,Code - 80165,For sale,"255,000 USD",'Total area 126 m 2','Floor 4','Count of rooms 4',30.06.2020
4410,https://akcern.am/en/property/4537,Code - 21943,For sale,"225,000 USD",'Total area 89 m 2','Floor 12','Count of rooms 2',29.06.2020
4411,https://akcern.am/en/property/8536,Code - 40949,For sale,"630,000 USD",'Total area 149 m 2','Floor 11','Count of rooms 4',29.06.2020
4412,https://akcern.am/en/property/8524,Code - 21514,For sale,"50,000 USD",'Total area 64 m 2','Floor ','Count of rooms 2',27.06.2020
4413,https://akcern.am/en/property/6132,Code - 21474,For sale,"53,000 USD",'Total area 66 m 2','Floor 8','Count of rooms 2',27.06.2020
4414,https://akcern.am/en/property/8557,Code - 32752,For sale,"155,000 USD",'Total area 82 m 2','Floor 5','Count of rooms 3',26.06.2020
4415,https://akcern.am/en/property/2566,Code - 40730,For sale,"87,000 USD",'Total area 102 m 2','Floor 10','Count of rooms 4',26.06.2020
4416,https://akcern.am/en/property/4736,Code - 32476,For sale,"143,000 USD",'Total area 93 m 2','Floor 4','Count of rooms 3',25.06.2020
4417,https://akcern.am/en/property/8553,Code - 40163,For rent,"1,000 USD",'Total area 122 m 2','Floor 1','Count of rooms 4',25.06.2020
4418,https://akcern.am/en/property/8548,Code - 32093,For sale,"183,000 USD",'Total area 95 m 2','Floor 2','Count of rooms 3',25.06.2020
4419,https://akcern.am/en/property/4215,Code - 40145,For rent,"1,200 USD",'Total area 165 m 2','Floor 9','Count of rooms 4',25.06.2020
4420,https://akcern.am/en/property/3091,Code - 11025,For sale,"45,000 USD",'Total area 46 m 2','Floor 5','Count of rooms 1',25.06.2020
4421,https://akcern.am/en/property/4871,Code - 20796,For rent,700 USD,'Total area 76 m 2','Floor 3','Count of rooms 2',23.06.2020
4422,https://akcern.am/en/property/8442,Code - 11288,For sale,"95,000 USD",'Total area 36 m 2','Floor 5','Count of rooms 1',22.06.2020
4423,https://akcern.am/en/property/8298,Code - 22125,For sale,"56,000 USD",'Total area 66 m 2','Floor 9','Count of rooms 2',20.06.2020
4424,https://akcern.am/en/property/7760,Code - 80615,For sale,"90,000 USD",'Total area 207 m 2','Floor ','Count of rooms 4',20.06.2020
4425,https://akcern.am/en/property/1742,Code - 40102,For rent,"1,500 USD",'Total area 131 m 2','Floor 4','Count of rooms 4',20.06.2020
4426,https://akcern.am/en/property/8290,Code - 40677,For sale,"240,000 USD",'Total area 131 m 2','Floor 4','Count of rooms 4',20.06.2020
4427,https://akcern.am/en/property/2109,Code - 10604,For rent,290 USD,'Total area 43 m 2','Floor 7','Count of rooms 1',20.06.2020
4428,https://akcern.am/en/property/7607,Code - 32707,For sale,"155,000 USD",'Total area 71 m 2','Floor 3','Count of rooms 3',20.06.2020
4429,https://akcern.am/en/property/8339,Code - 32738,For sale,"125,000 USD",'Total area 74 m 2','Floor 5','Count of rooms 3',20.06.2020
4430,https://akcern.am/en/property/3720,Code - 80343,For sale,"80,000 USD",'Total area 82 m 2','Floor 3','Count of rooms 3',20.06.2020
4431,https://akcern.am/en/property/4698,Code - 22524,For sale,"75,000 USD",'Total area 81 m 2','Floor 3','Count of rooms 2',20.06.2020
4432,https://akcern.am/en/property/16852,Code - 10435,For rent,400 USD,'Total area 44 m 2','Floor 2','Count of rooms 1',19.06.2020
4433,https://akcern.am/en/property/8484,Code - 32938,For sale,"140,000 USD",'Total area 83 m 2','Floor 10','Count of rooms 3',18.06.2020
4434,https://akcern.am/en/property/8480,Code - 32748,For sale,"85,000 USD",'Total area 83 m 2','Floor 5','Count of rooms 3',18.06.2020
4435,https://akcern.am/en/property/4314,Code - 21925,For sale,"225,000 USD",'Total area 79 m 2','Floor 4','Count of rooms 2',18.06.2020
4436,https://akcern.am/en/property/1318,Code - 21460,For sale,"64,000 USD",'Total area 63 m 2','Floor 1','Count of rooms 2',18.06.2020
4437,https://akcern.am/en/property/4336,Code - 21339,For sale,"70,000 USD",'Total area 58 m 2','Floor 5','Count of rooms 2',18.06.2020
4438,https://akcern.am/en/property/4204,Code - 40563,For sale,"90,000 USD",'Total area 91 m 2','Floor 5','Count of rooms 4',18.06.2020
4439,https://akcern.am/en/property/8319,Code - 40947,For sale,"580,000 USD",'Total area 175 m 2','Floor 4','Count of rooms 4',18.06.2020
4440,https://akcern.am/en/property/8469,Code - 80623,For sale,"103,000 USD",'Total area 121 m 2','Floor 5','Count of rooms 4',17.06.2020
4441,https://akcern.am/en/property/8458,Code - 32088,For sale,"87,000 USD",'Total area 99 m 2','Floor 3','Count of rooms 3',17.06.2020
4442,https://akcern.am/en/property/8447,Code - 32746,For sale,"82,000 USD",'Total area 97 m 2','Floor 7','Count of rooms 3',16.06.2020
4443,https://akcern.am/en/property/8056,Code - 11282,For sale,"51,000 USD",'Total area 30 m 2','Floor ','Count of rooms 1',13.06.2020
4444,https://akcern.am/en/property/5569,Code - 32586,For sale,"170,000 USD",'Total area 106 m 2','Floor 3','Count of rooms 3',13.06.2020
4445,https://akcern.am/en/property/8397,Code - 22137,For sale,"56,000 USD",'Total area 52 m 2','Floor 2','Count of rooms 2',13.06.2020
4446,https://akcern.am/en/property/8426,Code - 10760,For rent,350 USD,'Total area 40 m 2','Floor 4','Count of rooms 1',12.06.2020
4447,https://akcern.am/en/property/3080,Code - 32262,For sale,"205,000 USD",'Total area 98 m 2','Floor 5','Count of rooms 3',12.06.2020
4448,https://akcern.am/en/property/8415,Code - 40176,For rent,"2,500 USD",'Total area 97 m 2','Floor 10','Count of rooms 4',12.06.2020
4449,https://akcern.am/en/property/8411,Code - 31026,For rent,"1,800 USD",'Total area 65 m 2','Floor 10','Count of rooms 3',12.06.2020
4450,https://akcern.am/en/property/8409,Code - 21065,For rent,"1,200 USD",'Total area 54 m 2','Floor 11','Count of rooms 2',12.06.2020
4451,https://akcern.am/en/property/8407,Code - 21063,For rent,"1,200 USD",'Total area 54 m 2','Floor 10','Count of rooms 2',12.06.2020
4452,https://akcern.am/en/property/8406,Code - 32743,For sale,"180,000 USD",'Total area 83 m 2','Floor 9','Count of rooms 3',12.06.2020
4453,https://akcern.am/en/property/561,Code - 30648,For rent,"1,300 USD",'Total area 118 m 2','Floor 3','Count of rooms 3',12.06.2020
4454,https://akcern.am/en/property/1358,Code - 31815,For sale,"275,000 USD",'Total area 118 m 2','Floor 3','Count of rooms 3',12.06.2020
4455,https://akcern.am/en/property/8400,Code - 11243,For sale,"175,000 USD",'Total area 39 m 2','Floor 3','Count of rooms 1',11.06.2020
4456,https://akcern.am/en/property/8399,Code - 22037,For sale,"290,000 USD",'Total area 64 m 2','Floor 3','Count of rooms 2',11.06.2020
4457,https://akcern.am/en/property/8398,Code - 22034,For sale,"300,000 USD",'Total area 66 m 2','Floor 3','Count of rooms 2',11.06.2020
4458,https://akcern.am/en/property/8394,Code - 22134,For sale,"243,000 USD",'Total area 54 m 2','Floor 4','Count of rooms 2',11.06.2020
4459,https://akcern.am/en/property/8361,Code - 32739,For sale,"90,000 USD",'Total area 96 m 2','Floor 2','Count of rooms 3',09.06.2020
4460,https://akcern.am/en/property/8355,Code - 40679,For sale,"100,000 USD",'Total area 92 m 2','Floor ','Count of rooms 4',09.06.2020
4461,https://akcern.am/en/property/8346,Code - 22105,For sale,"75,000 USD",'Total area 65 m 2','Floor 11','Count of rooms 2',06.06.2020
4462,https://akcern.am/en/property/21,Code - 10333,For rent,600 USD,'Total area 56 m 2','Floor 7','Count of rooms 1',05.06.2020
4463,https://akcern.am/en/property/2121,Code - 10412,For rent,650 USD,'Total area 43 m 2','Floor 4','Count of rooms 1',05.06.2020
4464,https://akcern.am/en/property/2041,Code - 10404,For rent,600 USD,'Total area 41 m 2','Floor 3','Count of rooms 1',05.06.2020
4465,https://akcern.am/en/property/5809,Code - 33051,For sale,"175,000 USD",'Total area 90 m 2','Floor 3','Count of rooms 3',05.06.2020
4466,https://akcern.am/en/property/7590,Code - 33104,For sale,"77,000 USD",'Total area 86 m 2','Floor 9','Count of rooms 3',05.06.2020
4467,https://akcern.am/en/property/8338,Code - 80437,For sale,"25,000 USD",'Total area 26 m 2','Floor 1','Count of rooms 1',05.06.2020
4468,https://akcern.am/en/property/8332,Code - 32079,For sale,"80,000 USD",'Total area 73 m 2','Floor 1','Count of rooms 3',05.06.2020
4469,https://akcern.am/en/property/8329,Code - 32737,For sale,"87,000 USD",'Total area 81 m 2','Floor 4','Count of rooms 3',05.06.2020
4470,https://akcern.am/en/property/7942,Code - 11050,For sale,"70,000 USD",'Total area 41 m 2','Floor 4','Count of rooms 1',05.06.2020
4471,https://akcern.am/en/property/3333,Code - 32318,For sale,"200,000 USD",'Total area 101 m 2','Floor 2','Count of rooms 3',03.06.2020
4472,https://akcern.am/en/property/3885,Code - 80481,For sale,"250,000 USD",'Total area 117 m 2','Floor 4','Count of rooms 4',02.06.2020
4473,https://akcern.am/en/property/8241,Code - 22630,For sale,"62,000 USD",'Total area 58 m 2','Floor 2','Count of rooms 2',30.05.2020
4474,https://akcern.am/en/property/5662,Code - 21598,For sale,"70,000 USD",'Total area 71 m 2','Floor 12','Count of rooms 2',30.05.2020
4475,https://akcern.am/en/property/8252,Code - 40175,For rent,620 USD,'Total area 135 m 2','Floor ','Count of rooms 4',28.05.2020
4476,https://akcern.am/en/property/1285,Code - 40288,For sale,"97,000 USD",'Total area 89 m 2','Floor 1','Count of rooms 4',28.05.2020
4477,https://akcern.am/en/property/860,Code - 20400,For sale,"133,000 USD",'Total area 72 m 2','Floor 5','Count of rooms 2',28.05.2020
4478,https://akcern.am/en/property/3557,Code - 32819,For sale,"170,000 USD",'Total area 93 m 2','Floor ','Count of rooms 3',27.05.2020
4479,https://akcern.am/en/property/3145,Code - 32757,For sale,"130,000 USD",'Total area 94 m 2','Floor 3','Count of rooms 3',27.05.2020
4480,https://akcern.am/en/property/881,Code - 32388,For sale,"60,000 USD",'Total area 77 m 2','Floor 1','Count of rooms 3',27.05.2020
4481,https://akcern.am/en/property/3337,Code - 32788,For sale,"80,000 USD",'Total area 83 m 2','Floor 13','Count of rooms 3',27.05.2020
4482,https://akcern.am/en/property/2390,Code - 32528,For sale,"70,000 USD",'Total area 85 m 2','Floor 15','Count of rooms 3',27.05.2020
4483,https://akcern.am/en/property/6163,Code - 20589,For rent,700 USD,'Total area 84 m 2','Floor 3','Count of rooms 2',27.05.2020
4484,https://akcern.am/en/property/4357,Code - 80496,For sale,"70,000 USD",'Total area 116 m 2','Floor ','Count of rooms 4',26.05.2020
4485,https://akcern.am/en/property/8224,Code - 32075,For sale,"102,000 USD",'Total area 82 m 2','Floor 3','Count of rooms 3',25.05.2020
4486,https://akcern.am/en/property/4339,Code - 31082,For sale,"123,000 USD",'Total area 112 m 2','Floor ','Count of rooms 3',25.05.2020
4487,https://akcern.am/en/property/8215,Code - 80103,For rent,600 USD,'Total area 160 m 2','Floor 5','Count of rooms 5',23.05.2020
4488,https://akcern.am/en/property/8214,Code - 80621,For sale,"150,000 USD",'Total area 160 m 2','Floor 5','Count of rooms 5',23.05.2020
4489,https://akcern.am/en/property/8211,Code - 40700,For sale,"87,000 USD",'Total area 88 m 2','Floor 4','Count of rooms 4',23.05.2020
4490,https://akcern.am/en/property/8199,Code - 32734,For sale,"310,000 USD",'Total area 115 m 2','Floor 6','Count of rooms 3',22.05.2020
4491,https://akcern.am/en/property/8194,Code - 32074,For sale,"54,000 USD",'Total area 78 m 2','Floor 12','Count of rooms 3',22.05.2020
4492,https://akcern.am/en/property/8189,Code - 32073,For sale,"225,000 USD",'Total area 90 m 2','Floor 1','Count of rooms 3',21.05.2020
4493,https://akcern.am/en/property/7978,Code - 30582,For rent,"1,200 USD",'Total area 122 m 2','Floor 3','Count of rooms 3',21.05.2020
4494,https://akcern.am/en/property/8187,Code - 80435,For sale,"98,000 USD",'Total area 102 m 2','Floor ','Count of rooms 3',21.05.2020
4495,https://akcern.am/en/property/8185,Code - 22627,For sale,"65,000 USD",'Total area 64 m 2','Floor 5','Count of rooms 2',21.05.2020
4496,https://akcern.am/en/property/8051,Code - 80512,For sale,"220,000 USD",'Total area 149 m 2','Floor 2','Count of rooms 4',21.05.2020
4497,https://akcern.am/en/property/8174,Code - 21218,For sale,"119,000 USD",'Total area 73 m 2','Floor 3','Count of rooms 2',21.05.2020
4498,https://akcern.am/en/property/8172,Code - 32932,For sale,"69,000 USD",'Total area 101 m 2','Floor 2','Count of rooms 3',21.05.2020
4499,https://akcern.am/en/property/1406,Code - 10649,For sale,"58,000 USD",'Total area 44 m 2','Floor 5','Count of rooms 1',20.05.2020
4500,https://akcern.am/en/property/878,Code - 80105,For sale,"600,000 USD",'Total area 194 m 2','Floor 7','Count of rooms 5',20.05.2020
4501,https://akcern.am/en/property/8168,Code - 40589,For sale,"43,000 USD",'Total area 88 m 2','Floor 3','Count of rooms 4',20.05.2020
4502,https://akcern.am/en/property/6312,Code - 32576,For sale,"600,000 USD",'Total area 145 m 2','Floor 8','Count of rooms 3',19.05.2020
4503,https://akcern.am/en/property/4319,Code - 80564,For sale,"87,000 USD",'Total area 110 m 2','Floor 5','Count of rooms 4',18.05.2020
4504,https://akcern.am/en/property/81,Code - 30383,For rent,"1,200 USD",'Total area 102 m 2','Floor 2','Count of rooms 3',18.05.2020
4505,https://akcern.am/en/property/5064,Code - 32546,For sale,"430,000 USD",'Total area 137 m 2','Floor 15','Count of rooms 3',16.05.2020
4506,https://akcern.am/en/property/7714,Code - 30577,For rent,450 USD,'Total area 93 m 2','Floor 3','Count of rooms 3',16.05.2020
4507,https://akcern.am/en/property/8072,Code - 20493,For rent,300 USD,'Total area 70 m 2','Floor 9','Count of rooms 2',15.05.2020
4508,https://akcern.am/en/property/220,Code - 20491,For rent,350 USD,'Total area 80 m 2','Floor 2','Count of rooms 2',15.05.2020
4509,https://akcern.am/en/property/8068,Code - 10353,For rent,200 USD,'Total area 52 m 2','Floor ','Count of rooms 1',14.05.2020
4510,https://akcern.am/en/property/5121,Code - 40116,For rent,800 USD,'Total area 100 m 2','Floor 2','Count of rooms 4',13.05.2020
4511,https://akcern.am/en/property/1244,Code - 30397,For sale,"100,000 USD",'Total area 85 m 2','Floor 3','Count of rooms 3',13.05.2020
4512,https://akcern.am/en/property/4365,Code - 20778,For rent,800 USD,'Total area 48 m 2','Floor 2','Count of rooms 2',11.05.2020
4513,https://akcern.am/en/property/1975,Code - 40112,For rent,"1,500 USD",'Total area 155 m 2','Floor 3','Count of rooms 4',11.05.2020
